"id","wiki_friendly_title","Segment Ids","ISMAR Links","GIS Id","Alternate IDs","Location-lon","Location-lat","Average Depth (m)","Introduction (English)","Area (m^2)","Introduzione (Italiano)","Name","Length (m)","Insula Number","Target Depth (cm)"
"WIDM","Rio Widman","WIDM3,WIDM1,WIDM2","2179,2180,2500,2505","WIDM",,"12.33939528","45.44033572","-1.08","The Widmann, noble Venetian origin Carinthia, became owners of the palace after the wedding celebrated in 1740 between Louis Widmann and Quintilia Rezzonico, nephew of Pope Clement XIII, the building, (represented in the engraving of 1703 by Luca Carlevarijs in bottom right), was designed by Baldassare Longhena.ï¿½The river was once called 'San Canciano', from the church of the seventeenth century, situated not far away and designed by the architect Antonio Gaspari.ï¿½At the confluence of the river with the Rio de la Widman panada card (79) looks Ca 'Soranzo Van Axel-built between 1473 and 1479 whose portal, quoted by John Ruskin, is unique to Venice for the ogival with original wooden doors of the fifteenth century; inside the building houses a splendid scale discovery whose balustrade is decorated with heads carved in Istrian stone, and in 1627 the building was bought by Van Axel family of Flemish origin.","1242.8","I Widmann, nobili veneziani di origine carinziana, diventarono proprietari dell'omonimo palazzo in seguito alle nozze celebrate nel 1740 tra Lodovico Widmann e Quintilia Rezzonico, nipote del papa Clemente XIII; l'edificio, (rappresentato nell'incisione del 1703 di Luca Carlevarijs in basso a destra), venne progettato da Baldassare Longhena. Il rio era chiamato un tempo 'San Canciano', dall'omonima chiesa del XVII secolo situata non lontano e progettata dall'architetto Antonio Gaspari. Alla confluenza del rio Widman con il rio de la panada (scheda 79) si affaccia Ca' Soranzo-Van Axel, costruita fra il 1473 e il 1479 il cui portale, citato anche da John Ruskin, ï¿½ unico a Venezia per l'archiacuto con originali battenti lignei del XV secolo; internamente l'edifico conserva una splendida scala scoperta la cui balaustra ï¿½ decorata da teste scolpite nella pietra d'Istria; nel 1627 il palazzo venne acquistato dalla famiglia Van Axel di origine fiamminga.","Rio Widman","171.5","36","200.0"
"PIER","Canal de S. Piero","PIER1,PIER2,PIER3","2098,2099,2101","PIER",,"12.35807419","45.43411733","-1.58","The channel edging the eastern end of the Castello and touches the island of San Pietro, home to one of the oldest settlements in the lagoon originally called 'Olivolo or Castel Olivolo'.ï¿½The cathedral of San Pietro, surrounded by a large green area, was the first seat of the Patriarch of Venice until its transfer in 1807, in the patriarchal palace erected next to the Basilica of San Marco.ï¿½It is located near the majestic bell tower in Istria stone, immortalized by Francesco Guardi (San Pietro di Castello, 1760-82, bottom).","21333.3","Il canale orla l'estremitï¿½ orientale del sestiere di Castello e lambisce l'isola di San Piero, sede di uno dei piï¿½ antichi insediamenti lagunari chiamato in origine 'Olivolo o Castel Olivolo'. La cattedrale di San Piero, attorniata da una vasta area verde, fu la prima sede del patriarca di Venezia fino al suo definitivo trasferimento, nel 1807, nel palazzo patriarcale eretto a fianco della basilica di San Marco. Si erge nelle vicinanze il maestoso campanile in pietra d'Istria, immortalato da Francesco Guardi (San Pietro di Castello, 1760-82, in basso).","Canal de S. Piero","454.6","37","220.0"
"TORE","Rio de le Toresele","TORE","2264,2265,2275","TORE",,"12.33039379","45.4299312","-1.05","Overlooking the Grand Canal Palazzo Venier rose, called 'the Torresella' for a high tower that overlooked the roof, discernible even today in some views by Canaletto.ï¿½Suppressed in the early nineteenth century, are still preserved some remains of the base.ï¿½On the opposite side there is Palazzo Dario, famous building of the end of the fifteenth century whose main facade is reflected on the Grand Canal and distinguished by different colored marble facing of the facade, testimony of the decorative tradition typically Venetian.ï¿½At the junction of the river, (next to a picture of Luciano Torretti, the Rio de le Toresele, 1983) with the Giudecca Canal is the former Hospital for the Incurables, founded in 1522.","2121.4","Affacciato su Canal Grande sorgeva palazzo Venier, detto 'della Torresella' per un'alta torretta che sovrastava il tetto, distinguibile ancora oggi in alcune vedute del Canaletto. Soppresso nei primi anni dell'Ottocento, si sono conservati ancora oggi alcuni resti del basamento. Sulla riva opposta vi ï¿½ palazzo Dario, celebre costruzione della fine del XV secolo la cui facciata principale si specchia sul Canal Grande, caratteristica per i rivestimenti marmorei di vario colore della facciata, testimonianza dell'antica tradizione decorativa tipicamente veneziana. All'incrocio del rio, (a fianco in un'illustrazione di Luciano Torretti, Il rio de le Toresele, 1983) con il canale della Giudecca si trova l'ex Ospedale degli Incurabili, fondato nel 1522.","Rio de le Toresele","382.5","20","180.0"
"SACF","Canal de Sacca Fisola","SACF1,SACF2,SACF3","3008,3010,3012","SACF",,"12.31354952","45.42660315",,"","5858.5","","Canal de Sacca Fisola","326.0","21",
"PIET","Rio de la Pietà","PIET","2266","PIET",,"12.34576821","45.43496807","-1.44","","2000.2","","Rio de la Pietà","204.7","24","200.0"
"MOIS","Rio de S. Moisè","MOIS","2285,2288,2289,2290","MOIS",,"12.33558655","45.43286002","-1.74","","1759.1","","Rio de S. Moisè","202.3","1","200.0"
"CINI","Canal Cini","CINI","3099","CINI",,"12.34352589","45.42601583",,"","7874.6","","Canal Cini","196.1","23",
"SACM","Rio de la Sacca de la Misericordia","SACM","","SACM",,"12.33492136","45.4449125",,,"1780.8",,"Rio de la Sacca de la Misericordia","157.8","40",
"CATM",,"CATM01","",,,,,,,,,,,,
"ANZO","Rio de S. Anzolo","ANZO2,ANZO1","2021,2460","ANZO",,"12.33170271","45.43399687","-1.37","The church of Sant'Angelo, which was demolished in 1837, was founded in 920 by the Morosini family.ï¿½However, there was a nearby chapel dedicated to the Annunciation, built in the X century and refurbished in the sixteenth century by Sansovino, became the seat of Zoti.ï¿½In a view of Canaletto and a picture of Gabriele Bella, it preserved at the Pinacoteca Querini Stampalia, depicts the church and the adjoining bell tower.ï¿½Not far away, looking in Campo Sant'Angelo, is building Duodo, fifteenth-century building features a broad window and a fine doorway, where he lived and died in 1804 Domenico Cimarosa.","676.2","La chiesa di Sant'Angelo, demolita nel 1837, venne fondata nell'anno 920 dalla famiglia Morosini. Sussiste invece il vicino oratorio dedicato alla Santissima Annunziata; sorto nel X secolo e risistemato nel XVI secolo da Sansovino, divenne sede degli zoti. In una veduta del Canaletto e in un quadro di Gabriele Bella, quest'ultimo conservato alla Pinacoteca Querini Stampalia, sono raffigurati la chiesa e l'attiguo campanile. Poco distante, affacciato in campo Sant'Angelo, sorge palazzo Duodo, edificio quattrocentesco connotato da un ampio finestrato e da un bel portale, dove abitï¿½ e morï¿½ nel 1804 Domenico Cimarosa.","Rio de S. Anzolo","108.8","11","180.0"
"CATE","Rio de S. Caterina","CATE3,CATE2,CATE1","2051,2052,2054","CATE",,"12.33656824","45.44308334","-1.43","The Gothic church of Santa Caterina, as amended in the eighteenth century and connected to the old convent now used as a boarding home of Marco Foscarini, was originally celebrated by the monks, called 'Sacchini' to their humble cassocks work with sackcloth, and then move under the care of the Augustinian nuns for almost six centuries, from the second half of the thirteenth century to the nineteenth century.ï¿½The three buildings are located close to the Zen of the river, including a large building erected, designed by Francesco, a passionate lover of art, the building features Gothic archiacuti who join other Renaissance frescoes by Tintoretto appeared on the facades, today completely disappeared.ï¿½The family Zen boasts among its descendants illustrious personalities such as Charles, sea captain, who defeated the Genoese in 1381 during the War of Chioggia, and navigators Nicolï¿½ and Antonio, who drove up to the North American coast.","3211.5","La gotica chiesa di Santa Caterina, modificata nel Settecento e collegata all'antico convento oggi adibito a sede del Convitto Marco Foscarini, venne officiata originariamente da dei monaci, detti 'sacchini' per le loro umili tonache lavorate con tele di sacco, per poi passare sotto la custodia delle monache agostiniane per quasi sei secoli, dalla seconda metï¿½ del Duecento all'Ottocento. I tre palazzi Zen che sorgono in prossimitï¿½ del rio, comprendono una vasta costruzione eretta su progetto di Francesco, appassionato cultore d'arte; l'edificio caratterizzato da elementi gotici archiacuti che si uniscono ad altri rinascimentali, presentava sulle facciate affreschi del Tintoretto, oggi completamente scomparsi. La famiglia Zen vanta fra i suoi discendenti illustri personaggi come Carlo, capitano da mar, che sconfisse i Genovesi nel 1381 nella guerra di Chioggia, e i navigatori Nicolï¿½ e Antonio, che si spinsero fino alle coste nord americane.","Rio de S. Caterina","297.6","12","200.0"
"PPIC","Rio del Ponte Piccolo","PPIC1,PPIC3,PPIC2","3029,3030,3031","PPIC",,"12.32595205","45.42464539",,"","4336.3","","Rio del Ponte Piccolo","318.0","22",
"CORN","Rio de Ca' Corner","CORN","2242,2243,2310","CORN",,"12.33148813","45.43489278","-1.31","","766.1","","Rio de Ca' Corner","166.4","35","180.0"
"MISE","Rio de la Misericordia","MISE5,MISE4,MISE6,MISE2,MISE1,MISE3","2023,2039,2040,2041,2429,2430","MISE",,"12.33095169","45.44480712","-1.64","The 'New School de la Misericordia', overlooking the river up to its confluence with the canal de la Misericordia, was built by Jacopo Sansovino between 1532 and 1538.ï¿½The building is imposing and austere, in relation to the surrounding urban fabric, in keeping with the function of the Great Schools.ï¿½Locations of the religious brotherhoods and charities, Venetian schools are recognized by most of the particularity of their facades, and the structure of their internal parts, usually on the ground floor is a large room reserved for religious services, on the first floor instead the 'Chapter House' used for important meetings and communicating with the 'guest lounge' where it was usually kept the treasure of the school.ï¿½It overlooks the distant palace Lezze-Antonelli, designed and designed by Longhena in the second half of the seventeenth century and famous for its sculptures by Francesco Cavrioli.","8129.0","La 'Scuola Nuova de la Misericordia', prospiciente il rio all'altezza della sua confluenza col canal de la Misericordia, fu eretta da Jacopo Sansovino tra il 1532 e il 1538. L'edificio si presenta imponente e austero, in rapporto al tessuto edilizio circostante, consono alla funzione delle Scuole Grandi. Sedi delle confraternite religiose e di beneficenza, le Scuole veneziane si riconoscono per lo piï¿½ per la particolaritï¿½ delle loro facciate, e per la struttura delle loro parti interne; solitamente al piano terra si trova un vasto ambiente riservato alle funzioni religiose, al primo piano invece la 'sala capitolare' usata per le riunioni importanti e comunicante con la 'sala dell'albergo' dove veniva generalmente conservato il tesoro della scuola. Si affaccia sul rio palazzo Lezze-Antonelli, progettato su disegno del Longhena nella seconda metï¿½ del Seicento e celebre per le sculture di Francesco Cavrioli.","Rio de la Misericordia","665.7","40","200.0"
"SACB","Canal de Sacca San Biagio","SACB1,SACB2","3013,3014","SACB",,"12.31121063","45.42685916",,"","27972.1","","Canal de Sacca San Biagio","315.4","21",
"ISEP","Rio de S. Isepo","ISEP2,ISEP1","2182,2183,2484","ISEP",,"12.35695839","45.43068412","-1.26","The church of San Isepo (it. Joseph), outlined in the background in the painting by Canaletto reproduced here (The Church of St. Nicholas in the Castle, 1731-35), was one of the few buildings survived by the systematic demolition started in 1807 to create the eastern edge of the Castello the 'public gardens' Napoleon (photo at right).ï¿½Church and convent, which arose in 1512 by decree of the Venetian Senate, initially hosted the Augustinian nuns, which was taken over in 1801, the Salesian Sisters, devoted to the education of girls.ï¿½A second stream, parallel to the San Isepo, lapped up to the early nineteenth century the monastery of the same name, current seat of the nautical Sebastiano Venier, buried with the creation of 'public gardens', was improperly named 'Rio Terï¿½ Sant'Isepo' , while the exact its title, found in documentary sources, is Rio Terï¿½ of old, from ancient hospice for sailors, built in the area in the sixteenth century by the Venetian Republic.","3305.5","La chiesa di San Isepo (it. Giuseppe), delineata in secondo piano nel dipinto del Canaletto qui riprodotto (La chiesa di San Nicolï¿½ a Castello, 1731-35), fu uno dei rari edifici salvatosi dalle sistematiche demolizioni avviate nel 1807 per creare in questo lembo orientale del sestiere di Castello i 'pubblici giardini' napoleonici (foto a fianco). Chiesa e convento, sorti nel 1512 per decreto del veneto Senato, ospitarono inizialmente le monache agostiniane, alle quali subentrarono nel 1801 le Salesiane, dedite all'educazione delle fanciulle. Un secondo rio, parallelo a quello di San Isepo, lambiva fino al primo Ottocento l'omonimo monastero, attuale sede dell'Istituto nautico Sebastiano Venier; interrato con la creazione dei 'pubblici giardini', venne impropriamente denominato 'rio terï¿½ Sant'Isepo', mentre l'esatta sua intitolazione, riscontrabile nelle fonti documentarie, ï¿½ rio terï¿½ dei vecchi, dall'antico ospizio per marinai, eretto in zona nel XVI secolo dalla Veneta Repubblica.","Rio de S. Isepo","386.5","9","180.0"
"NOVO","Rio Novo","NOVO4,NOVO2,NOVO3,NOVO1","2104,2105,2193,2194,2210,2215","NOVO",,"12.32011557","45.43675232","-2.42","The river, newly excavated between 1932 and 1933, was obtained from the demolition of the vast forest that was part of the garden Papadopoli, whose family owns lived in a seventeenth-century building adjacent said Ca-Foresti Papadopoli.ï¿½The broad river was designed to quickly connect the car with the new square San Marco basin and the Lido, which focused on areas - always - the interest of the political class in favor of a tourist town.ï¿½Warehouses for use by waxworks and other small trading settlements succumbed to allow the extension of the new channel to the Rio di Ca 'Foscari, as well as streets and courtyards disappeared in turn replaced by bridges and deeply.ï¿½The remainder of the gardens, let us see how the image, were housed for a few years, two African lions: Marco and Rome, a tribute of the then governor of the fourth side, Graziani, to the city.","9516.5","Il rio, escavato ex novo tra il 1932 e il 1933, venne ricavato dallo sventramento del vasto polmone verde che faceva parte del giardino Papadopoli, la cui famiglia proprietaria risiedeva in un attiguo palazzetto secentesco detto Cï¿½ Foresti-Papadopoli. Il largo rio aveva lo scopo di collegare in maniera rapida il nuovo piazzale automobilistico con il bacino San Marco ed il Lido, zone su cui si focalizzava - da sempre - l'interesse della classe politica in favore di una cittï¿½ turistica. Magazzini ad uso di cereria ed altre piccoli insediamenti commerciali dovettero soccombere per consentire il prolungamento del nuovo canale verso il rio di Ca' Foscari, cosï¿½ come scomparvero calli e corti, a loro volta sostituite da ponti e fondamente. Nella parte rimanente dei giardini, come ci lascia vedere l'immagine, vennero ospitati per alcuni anni due leoni africani: Marco e Roma, omaggio dell'allora governatore della quarta sponda, Graziani, alla cittï¿½.","Rio Novo","494.3","32","200.0"
"TERE","Rio de le Terese","TERE1,TERE2","2110,2218,2219","TERE",,"12.31661797","45.4340571","-1.18","The church and convent of Santa Teresa were purchased in the mid-eighteenth century by Marie Terrace which, orphaned during the plague of 1630, entrusted them to the Carmelite sisters called 'Terese'.ï¿½On the day of the patron saint, the church was visited by the Doge and the Signoria.ï¿½In 1810 the monastery became the seat of an orphanage and then kindergarten.ï¿½It overlooks the river a whole row of the eighteenth century, better known as the 'House of the Seven chimneys', recently at the center of a major renovation.","3370.9","La chiesa e il convento di Santa Teresa furono acquistati alla metï¿½ del XVIII secolo da Maria Terrazzo la quale, rimasta orfana durante la peste del 1630, li affidï¿½ alle suore carmelitane dette 'Terese'. Nel giorno della santa patrona, la chiesa era visitata dal doge e dalla Signoria. Nel 1810 il convento diventï¿½ la sede di un orfanotrofio e successivamente scuola materna. Si affaccia sul rio un complesso a schiera d'epoca settecentesca, meglio noto come 'casa dei sette camini', recentemente al centro di un importante intervento di restauro.","Rio de le Terese","217.7","18","200.0"
"VERG","Rio de le Vergini","VERG2,VERG1","2096,2097","VERG",,"12.35766649","45.43494548","-1.42","Pope Gregory IX, who came to Venice in 1224 to ask the support of the Republic against the Emperor Frederick II, seems to be, with the Doge Pietro Ziani in office from 1205 to 1229, the founder of the church and monastery of Santa Maria of the Virgins.ï¿½The two buildings were demolished after 1844 and in their place were dug dry docks.ï¿½The river, edging a part of the walls of the Arsenal, you enter the canal de San Piero.","1886.0","Papa Gregorio IX, giunto a Venezia nel 1224 per chiedere l'appoggio della Repubblica contro l'imperatore Federico II, sembra essere, con Pietro Ziani doge in carica dal 1205 al 1229, il fondatore della chiesa e del monastero di Santa Maria delle Vergini. I due edifici furono demoliti dopo il 1844 e al loro posto si scavarono bacini di carenaggio. Il rio, che orla un tratto delle mura dell'Arsenale, si immette nel canal de San Piero.","Rio de le Vergini","128.7","9","200.0"
"PROV","Rio de S. Provolo o de l'Osmarin","PROV1,PROV2","2070,2085","PROV",,"12.34361172","45.43569081","-1.25","","589.0","","Rio de S. Provolo o de l'Osmarin","107.5","4","180.0"
"TREP","Rio dei Tre Ponti","TREP1,TREP3,TREP2","2009,2011,2012","TREP",,"12.32033014","45.4358188","-1.59","It is a stream that extends for a short distance between Rio Novo and that of Tentor, on which stands the new building of the Local social health of Venice.ï¿½Today, along this river immediately next to the Piazzale Roma, the bridges are even five.","1343.4","ï¿½ un rio che si estende per un breve tratto tra rio Novo e quello del Tentor, sul quale sorge il nuovo palazzo dell'Unitï¿½ locale socio-sanitaria di Venezia. Oggi, lungo questo rio immediatamente prossimo all'area di piazzale Roma, i ponti sono addirittura cinque.","Rio dei Tre Ponti","101.1","32","200.0"
"LEPA",,"LEPA02,LEPA03,LEPA01","",,,,,,,,,,,,
"QUIN","Rio de Quintavale","QUIN","2100","QUIN",,"12.36045599","45.43258145","-1.48","This river has come to form towards the end of the last century with the widening of the tiny island of St. Helena by the hype surrounding salt marshes.ï¿½Firming the soil forming bag Helena, visible on the right side of the photograph, and the consequent its industrial use, starting around the eighties of the nineteenth century with the construction of a factory for the coistruzione railway carriages, which went bankrupt shortly after .ï¿½The vast esplanade was later used for military maneuvers and for hosting circuses and as needed for their operation, while the real urbanization occurred only since the twenties of the twentieth century and continued until thirty years ago.","6781.8","Questo rio si ï¿½ venuto a formare verso la fine del secolo scorso con l'allargamento del minuscolo isolotto di Sant'Elena mediante imbonimento delle barene circostanti. Il rassodamento del terreno che forma sacca Sant'Elena, visibile nel lato destro della fotografia, ed il conseguente suo utilizzo industriale, iniziano attorno agli anni ottanta del XIX secolo con l'installazione di una fabbrica per la coistruzione di carrozze ferroviarie, fallita poco dopo. La vasta spianata fu successivamente usata per le manovre militari e per ospitare i circhi e quanto serviva al loro funzionamento, mentre la vera urbanizzazione si ebbe solo a partire dagli anni Venti del Novecento e proseguï¿½ fino a trent'anni fa.","Rio de Quintavale","195.9","37","220.0"
"VERO","Rio Menuo o de la Verona","VERO1,VERO2","2127,2128,2129,2492","VERO",,"12.33301163","45.43404957","-1.06","","1202.1","","Rio Menuo o de la Verona","238.2","1","180.0"
"ANA","Rio de S. Ana","ANA2,ANA1,ANA3","2093,2094,2095","ANA",,"12.35775232","45.43267179","-1.22","The former church and monastery of Santa Anna were founded in the thirteenth century, a time when you first settled Augustinian monks and subsequently, until the early nineteenth century, when the monastery became a Navy hospital, the Benedictine nuns; The present building is the work of eighteenth-century architect Francesco Contin.ï¿½In the monastery took vows daughters of Jacopo Robusti called Tintoretto, Alturia and Pierina.","2024.1","L'ex chiesa e il monastero di Santa Anna furono fondati nel XIII secolo, epoca in cui vi s'insediarono dapprima i monaci agostiniani e successivamente, fino agli inizi dell'Ottocento, quando il convento divenne ospedale della Marina militare, le monache benedettine; l'edificio attuale ï¿½ opera settecentesca dell'architetto Francesco Contin. Nel monastero presero i voti le figlie di Jacopo Robusti detto il Tintoretto, Alturia e Pierina.","Rio de S. Ana","199.4","9","200.0"
"TERR",,"TERR01","",,,,,,,,,,,,
"SECO",,"","",,,,,,,,,,,,
"GAFF","Rio del Gaffaro e del Malcanton","GAFF","2102,2103,2216,2217","GAFF",,"12.32260466","45.43649636","-1.8","","2660.2","","Rio del Gaffaro e del Malcanton","269.0","32","200.0"
"ROMI","Rio de le Romite","ROMI","2120,2121,2221","ROMI",,"12.32468605","45.43148221","-1.44","Some hermits (dial. Romite) erected in 1693 a small church dedicated to Jesus, Mary and Joseph, with an adjacent convent, suppressed the order in the Napoleonic era, the religious complex was subsequently reopened for worship through the intervention of fellow priests Cavanis that v'installarono a 'charity school' female, entrusted to the Canossian Sisters in 1863 that are still present on site.ï¿½Always attracted painters and artists, the stream of Romite - documented here by the brush of John Singer Sargent (Rio Eremite, 1904) - lost none of its original and charming atmosphere, with deeply fringed along both sides of the river and crossed by two bridges.ï¿½Not far from the ancient convent of the Eremite, currently undergoing a major restoration, is one of the few buildings of twentieth-century Venice with the brick facade entirely worked.","1254.1","Alcune eremite (dial. romite) eressero nel 1693 una piccola chiesa intitolata a Gesï¿½, Giuseppe e Maria, con un adiacente convento; soppresso l'ordine in epoca napoleonica, il complesso religioso venne successivamente riaperto al culto grazie all'intervento dei fratelli sacerdoti Cavanis, che v'installarono una 'scuola di caritï¿½' femminile, affidata nel 1863 alle suore Canossiane che sono tuttora presenti in loco. Da sempre meta di pittori ed artisti, il rio delle Romite - qui documentato dal pennello di John Singer Sargent (Rio Eremite, 1904) - conserva inalterata la propria originaria e suggestiva atmosfera, orlato con fondamente lungo ambo i lati del rio e attraversato da due ponti. Poco distante dall'antico convento delle Eremite, attualmente sottoposto a un radicale restauro, sorge uno dei rari edifici novecenteschi di Venezia con la facciata interamente lavorata in cotto.","Rio de le Romite","176.9","19","200.0"
"CELE","Rielo drio la Celestia o de l'Arsenal","CELE","2159,2160","CELE",,,,"-1.29","","1508.5","","Rielo drio la Celestia o de l'Arsenal","120.5","25","200.0"
"PROC","Rio de le Procuratie","PROC","2502","PROC",,"12.33770281","45.4344693","-0.86","The Rio de Procuratie, also known by the name of the river stand, and the populace, such as Rio dei Dai, owes its title to the mighty building commissioned by the Doge Sebastiano Ziani in the twelfth century.ï¿½It served as a residence for the various procurators of St. Mark, the first of which was the appointment in the ninth century to follow the work of the nascent St. Mark's Basilica.ï¿½After that the doge, the office of public prosecutor and was the most important destination for those who aspired to political prestige.ï¿½Prosecutors were divided into three classes: from above (with the task of seeing the work in the pavement), de citra (took care of the districts on this side of the Grand Canal), of ultra (whose jurisdiction covered the districts of Dorsoduro, San Polo and Santa Croce).ï¿½In the seventeenth century the river was called the cason, because of the prisons of the district, located near the Frezzeria.","578.3","Il rio de le Procuratie, noto anche col nome di rio del Cavalletto, e dal volgo, anche come rio dei Dai, deve la sua intitolazione al poderoso edificio voluto dal doge Sebastiano Ziani nel XII secolo. Serviva da alloggio ai vari procuratori di San Marco, il primo dei quali ebbe tale nomina nel IX secolo per seguire i lavori della nascente Basilica di San Marco. Dopo quella del doge, la carica di procuratore era la piï¿½ importante ed ambita per chi aspirava al prestigio politico. I procuratori erano divisi in tre classi: de supra (con l'incarico di attendere ai lavori nell'area marciana), de citra (si occupavano dei sestieri al di quï¿½ del canal Grande), de ultra (la cui competenza riguardava i sestieri di Dorsoduro, San Polo e Santa Croce). Nel XVII secolo il rio era chiamato della cason, per via delle prigioni di quartiere, situate in prossimitï¿½ della frezzeria.","Rio de le Procuratie","105.2","10","180.0"
"SEBA","Rio de S. Sebastian e S. Basegio","SEBA","2115,2116","SEBA",,"12.32048035","45.4319189","-1.54","","2764.9","","Rio de S. Sebastian e S. Basegio","257.0","18","200.0"
"MELO","Rio dei Meloni","MELO","2313,2314","MELO",,"12.33156323","45.43749763","-0.88","The name given to this river seems to come from some vendors of melons that would carry out their businesses in this area.ï¿½The point of intersection of the river with the Grand Canal palace stands Businello building of Byzantine origin of the end of the twelfth century, renovated in the seventeenth century and raised in the XIX century, the main facade has two central esafore.ï¿½On the opposite side is instead building Coccina-Papadopoli, noble and well-proportioned classical building by Giangiacomo Grey, the faï¿½ade was completely covered in Istrian stone, is marked by serliane and single side.","684.3","Il nome attribuito a questo rio sembra derivare da alcuni venditori di meloni che avrebbero svolto i loro commerci in questa zona. Nel punto d'intersezione del rio col Canal Grande si erge palazzo Businello, edificio di origine bizantina della fine del XII secolo, ristrutturato nel Seicento e sopraelevato in epoca ottocentesca; la facciata principale conserva due esafore centrali. Sul lato opposto sorge invece palazzo Coccina-Papadopoli, nobile e ben proporzionata costruzione classicheggiante opera di Giangiacomo Grigi; la facciata, completamente rivestita di pietra d'Istria, ï¿½ scandita da serliane e monofore laterali.","Rio dei Meloni","157.6","16","200.0"
"TOLE","Rio dei Tolentini e de la Crose","TOLE","2211,2212,2213,2214","TOLE",,"12.32129574","45.4379418","-1.8","","2317.1","","Rio dei Tolentini e de la Crose","262.4","32","200.0"
"CAFO","Rio de Ca' Foscari","CAFO1,CAFO2","2014,2125,2233","CAFO",,"12.32517958","45.43499066","-2.07","","4255.5","","Rio de Ca' Foscari","294.8","33","200.0"
"TOLA","Rio de la Toletta","TOLA2,TOLA1","2223,2224,2225","TOLA",,"12.32584476","45.43223511","-1.42","The name given to this river seems to derive from the ancient custom of using a toleta, ie a small table, as walkway to cross the channel.ï¿½When, later, the bridge was built, it shall kept the name.ï¿½At the height of the bridge boatyard is a building of the sixteenth century with interesting Renaissance windows embellished with decorated arches.","945.6","Il nome attribuito a questo rio sembra derivare dall'antica consuetudine di utilizzare una toleta, ossia una piccola tavola, come passerella per attraversare il canale. Quando, in seguito, fu costruito il ponte, esso ne conservï¿½ il nome. All'altezza di ponte dello squero si trova una costruzione del Cinquecento con interessanti finestre rinascimentali impreziosite da archi decorati.","Rio de la Toletta","191.3","19","180.0"
"ALVI","Rio de S. Alvise","ALVI","2416,2417","ALVI",,"12.32713223","45.44756205","-1.94","The church of Sant 'Alvise was built together with the monastery in 1388, thanks to the donations of Antonia Venier them consecrated to Saint Louis Bishop of Toulouse, after he appeared to her in a dream.ï¿½The river, in the western section, is also called 'stream of the Reformed'.ï¿½Here, in 1620, the Reformed Franciscans, after leaving the island of San Francesco del Deserto because it was deemed unhealthy, founded a new monastery and a church dedicated to St. Bonaventure, and currently the building is the cloistered convent of Carmelite nuns.","7142.5","La chiesa di Sant'Alvise fu costruita insieme al monastero nel 1388, grazie alle elargizioni di Antonia Venier che li consacrï¿½ a San Lodovico vescovo di Tolosa, dopo che quest'ultimo le apparve in sogno. Il rio, nel tratto piï¿½ occidentale, viene anche chiamato 'rio dei Riformati'. Qui, nel 1620, i Francescani Riformati, dopo aver abbandonato l'isola di San Francesco del Deserto perchï¿½ ritenuta insalubre, fondarono un nuovo convento e una chiesa dedicata a San Bonaventura; attualmente l'edificio ï¿½ il convento di clausura delle Carmelitane Scalze.","Rio de S. Alvise","468.7","14","220.0"
"CTEO",,"CTEO01","",,,,,,,,,,,,
"BOTE","Rio de le Bote","BOTE","2010","BOTE",,"12.32095242","45.43547248","-1.45","The father Vincenzo Maria Coronelli in shaping its plant iconographic Venetia (1696) calls this segmentï¿½rio died without a nameï¿½, informing those who were involuntarily even then its physical characteristics, remained unchanged for three centuries.Even today it is wedged in an area that was used for over a century to productive use (factory windows and mirrors Checchin), later occupied by a large building devoted to public offices of local health.ï¿½Its function was that of a modern swimming pool or Cavana, which favored the direct access to the water Cererie first and then to the modern industrial plants, until the excavation in 1933 of a small canal (better known as rio novo), which has shocked even under the hydraulic aspect the urban area.ï¿½The Rio de bote communicates with the rio novo through a duct below the buildings built in the early sixties of this century, that is seen in the background on the right of the photograph.ï¿½In some archival documents dating back to 1899 is referred to as Bale rio, hydronym will alternate for a certain period with the current one.","503.0","Il padre Vincenzo Maria Coronelli nel delineare la sua Pianta iconografica di Venetia (1696) chiama questo segmentoï¿½rio morto senza nome, informandoci involontariamente di quelle che erano giï¿½ allora le sue caratteristiche fisiche, rimaste inalterate per ben tre secoli. Ancor oggi esso si incunea in un'area che per oltre un secolo fu adibita ad usi produttivi (fabbrica di vetri e specchi Checchin), successivamente occupata da un ampio edificio destinato a pubblici uffici della Sanitï¿½ locale. La sua funzione fu quella di una moderna piscina o cavï¿½na, che favoriva il diretto accesso acqueo alle cererie prima e ai moderni insediamenti industriali poi, fino all'escavazione nel 1933 del canal piccolo (meglio noto come rio novo), che ha sconvolto anche sotto l'aspetto idraulico l'assetto urbanistico dell'area. Il rio de le bote comunica con il rio novo attraverso un condotto sottostante gli edifici costruiti nei primi anni Sessanta di questo secolo, che s'intravvede sullo sfondo a destra della fotografia. In alcuni documenti d'archivio risalenti al 1899 viene indicato come rio delle balle, idronimo che si alternerï¿½ per un certo periodo con quello corrente.","Rio de le Bote","60.7","32","200.0"
