Code,Introduction (English),Introduzione (Italiano)
CONV,"",""
ANDR,"At the bridge of St. Andrew stood the houses owned by some nuns devoted to him and who had their convent near Santa Chiara.�Along the river you can still see the entrance of the palace Finetti, the fifteenth-century building, now deceased, owned by the eponymous family Marche arrived in Venice in the fourteenth century.�At the foot of the bridge in the foreground on the left in the photo, is the Ca 'Bozzola, an elegant Gothic building with quadrifora overlooking the river.","All'altezza del ponte di Sant'Andrea sorgevano le case di propriet� di alcune monache a lui devote e che avevano il loro convento nei pressi di Santa Chiara. Percorrendo il rio si vede ancora il portale d'ingresso di palazzo Finetti, l'edificio quattrocentesco, oggi scomparso, appartenuto all'omonima famiglia marchigiana giunta a Venezia nel XIV secolo. Ai piedi del ponte, in primo piano a sinistra nella foto, si trova la Ca' Bozzola, un'elegante palazzina gotica con quadrifora affacciata sul rio."
BOTE,"The father Vincenzo Maria Coronelli in shaping its plant iconographic Venetia (1696) calls this segment�rio died without a name�, informing those who were involuntarily even then its physical characteristics, remained unchanged for three centuries.Even today it is wedged in an area that was used for over a century to productive use (factory windows and mirrors Checchin), later occupied by a large building devoted to public offices of local health.�Its function was that of a modern swimming pool or Cavana, which favored the direct access to the water Cererie first and then to the modern industrial plants, until the excavation in 1933 of a small canal (better known as rio novo), which has shocked even under the hydraulic aspect the urban area.�The Rio de bote communicates with the rio novo through a duct below the buildings built in the early sixties of this century, that is seen in the background on the right of the photograph.�In some archival documents dating back to 1899 is referred to as Bale rio, hydronym will alternate for a certain period with the current one.","Il padre Vincenzo Maria Coronelli nel delineare la sua Pianta iconografica di Venetia (1696) chiama questo segmento�rio morto senza nome, informandoci involontariamente di quelle che erano gi� allora le sue caratteristiche fisiche, rimaste inalterate per ben tre secoli. Ancor oggi esso si incunea in un'area che per oltre un secolo fu adibita ad usi produttivi (fabbrica di vetri e specchi Checchin), successivamente occupata da un ampio edificio destinato a pubblici uffici della Sanit� locale. La sua funzione fu quella di una moderna piscina o cav�na, che favoriva il diretto accesso acqueo alle cererie prima e ai moderni insediamenti industriali poi, fino all'escavazione nel 1933 del canal piccolo (meglio noto come rio novo), che ha sconvolto anche sotto l'aspetto idraulico l'assetto urbanistico dell'area. Il rio de le bote comunica con il rio novo attraverso un condotto sottostante gli edifici costruiti nei primi anni Sessanta di questo secolo, che s'intravvede sullo sfondo a destra della fotografia. In alcuni documenti d'archivio risalenti al 1899 viene indicato come rio delle balle, idronimo che si alterner� per un certo periodo con quello corrente."
ORSE,"By the will of the then Prefect of Venice Luigi Torelli, he wanted to open in 1869, this basin to allow the gondolas to have a convenient landing behind the Piazza San Marco, after loading the 'foreigners' to the train station.�The whole area suffered heavy intervention by the urban point of view, that saw in those years, the Society for the ventilation of the streets of Venice, whose president was the prefect.�The nearby hotel stand (hence the hydronym above) and hospice Orseolo, transferred here from Piazza San Marco in 1581, underwent some changes to make room for boats, whose overview brings to mind the busy streets of ' water in the sixteenth century Venice.","Per volont� dell'allora prefetto di Venezia Luigi Torelli, si volle aprire nel 1869 questo bacino per permettere alle gondole di avere un comodo approdo alle spalle della piazza San Marco, dopo aver caricato i 'foresti' alla stazione ferroviaria. Tutta la zona sub� pesanti interventi dal punto di vista urbanistico, che vide protagonista in quegli anni la Societ� per la aereazione delle calli di Venezia, il cui presidente era lo stesso prefetto. Anche il vicino albergo Cavalletto (da cui l'idronimo precedente) e l'ospizio Orseolo, qu� trasferito da piazza San Marco nel 1581, subirono delle trasformazioni per far posto alle imbarcazioni, la cui veduta d'insieme richiama molto le trafficate vie d'acqua della Venezia cinquecentesca."
SCUD,"",""
GERO,"Following the arrival in Venice of Napoleon in the winter of 1807, it gave the green light to some work that led to the construction of public gardens of the Castle, the burial of the Rio di San Domenico and the demolition of several buildings and churches.To ensure the viability watery to adjoining near the rio de la Tana with the stump of the Rio de Santana excluded silting.�In 1809, were demolished some houses of the congregation of St. Jerome, and the area was excavated at the current river of the same name.","A seguito della venuta a Venezia di Napoleone nell'inverno del 1807, si dette il via ad alcuni lavori che portarono alla costruzione dei pubblici giardini di Castello, all'interramento del rio di San Domenico e alla demolizione di numerosi edifici civili e religiosi. Per garantire la viabilit� acquea si collegarono il vicino rio de la Tana con il troncone del rio de Sant'Ana escluso dall'interramento. Nel 1809, furono demolite alcune case della congregazione di San Gerolamo, e in corrispondenza di quell'area venne scavato l'attuale rio omonimo."
SANT,"It is so named because, before connecting to the stream of Sant'Anzolo, flows beneath the chapel dedicated to the Blessed Sacrament in the church of Santo Stefano.�Together with those of Santi Giovanni e Paolo and the Frari, this church is considered one of the most important examples of Gothic architecture in Venice.�At the mouth of the river is the seventeenth-century Palazzo Pisani, now the Benedetto Marcello Conservatory of Music, by the distinguished family descended Alvise Pisani, doge in office from 1735 to 1741.�It overlooks the river and on its Square Ca 'Morosini-Gattemburg palace built in baroque style, largely rebuilt in the seventeenth century.�Was the residence of the patrician family which counts among its members one of the most famous sea captains: Francesco Morosini, Doge from 1688 to 1694, nicknamed 'Peloponnesian' for the victories over the Turks in the Peloponnese.�Near the bridge of St. Maurice, the only one that crosses the river, is building Bellavitis-Thirds building of the second half of the sixteenth century, designed by Sansovino and a time frescoed by Veronese, and was home to artists and writers including Alessandro Manzoni and erotic poet George Mustache.�Top left Santo Stefano represented in a watercolor by William Turner in 1840.","� cos� denominato perch�, prima di collegarsi al rio di Sant'Anzolo, scorre sotto la cappella dedicata al Santissimo nella chiesa di Santo Stefano. Insieme a quelle dei Santi Giovanni e Paolo e dei Frari, questa chiesa � considerata uno dei pi� importanti esempi di architettura gotica a Venezia. All'imboccatura del rio sorge il secentesco palazzo Pisani, oggi sede del Conservatorio di musica Benedetto Marcello; dall'illustre famiglia Pisani discese Alvise, doge in carica dal 1735 al 1741. Si affaccia sul rio e sull'omonimo campo Ca' Morosini-Gattemburg, palazzo d'impianto gotico, in gran parte ricostruito nel XVII secolo. Fu dimora del casato patrizio che annovera tra i suoi membri uno dei pi� celebri capitani da mar: Francesco Morosini, doge dal 1688 al 1694, soprannominato 'Peloponnesiaco' per le vittorie riportate sui turchi nel Peloponneso. Vicino a ponte San Maurizio, l'unico che attraversa il rio, si trova palazzo Bellavitis-Terzi, edificio della seconda met� del XVI secolo progettato dal Sansovino e un tempo affrescato dal Veronese; fu dimora di artisti e letterati tra cui Alessandro Manzoni e il poeta erotico Giorgio Baffo. In alto a sinistra Santo Stefano rappresentato in un acquarello di William Turner del 1840."
ANZO,"The church of Sant'Angelo, which was demolished in 1837, was founded in 920 by the Morosini family.�However, there was a nearby chapel dedicated to the Annunciation, built in the X century and refurbished in the sixteenth century by Sansovino, became the seat of Zoti.�In a view of Canaletto and a picture of Gabriele Bella, it preserved at the Pinacoteca Querini Stampalia, depicts the church and the adjoining bell tower.�Not far away, looking in Campo Sant'Angelo, is building Duodo, fifteenth-century building features a broad window and a fine doorway, where he lived and died in 1804 Domenico Cimarosa.","La chiesa di Sant'Angelo, demolita nel 1837, venne fondata nell'anno 920 dalla famiglia Morosini. Sussiste invece il vicino oratorio dedicato alla Santissima Annunziata; sorto nel X secolo e risistemato nel XVI secolo da Sansovino, divenne sede degli zoti. In una veduta del Canaletto e in un quadro di Gabriele Bella, quest'ultimo conservato alla Pinacoteca Querini Stampalia, sono raffigurati la chiesa e l'attiguo campanile. Poco distante, affacciato in campo Sant'Angelo, sorge palazzo Duodo, edificio quattrocentesco connotato da un ampio finestrato e da un bel portale, dove abit� e mor� nel 1804 Domenico Cimarosa."
CATE,"The Gothic church of Santa Caterina, as amended in the eighteenth century and connected to the old convent now used as a boarding home of Marco Foscarini, was originally celebrated by the monks, called 'Sacchini' to their humble cassocks work with sackcloth, and then move under the care of the Augustinian nuns for almost six centuries, from the second half of the thirteenth century to the nineteenth century.�The three buildings are located close to the Zen of the river, including a large building erected, designed by Francesco, a passionate lover of art, the building features Gothic archiacuti who join other Renaissance frescoes by Tintoretto appeared on the facades, today completely disappeared.�The family Zen boasts among its descendants illustrious personalities such as Charles, sea captain, who defeated the Genoese in 1381 during the War of Chioggia, and navigators Nicol� and Antonio, who drove up to the North American coast.","La gotica chiesa di Santa Caterina, modificata nel Settecento e collegata all'antico convento oggi adibito a sede del Convitto Marco Foscarini, venne officiata originariamente da dei monaci, detti 'sacchini' per le loro umili tonache lavorate con tele di sacco, per poi passare sotto la custodia delle monache agostiniane per quasi sei secoli, dalla seconda met� del Duecento all'Ottocento. I tre palazzi Zen che sorgono in prossimit� del rio, comprendono una vasta costruzione eretta su progetto di Francesco, appassionato cultore d'arte; l'edificio caratterizzato da elementi gotici archiacuti che si uniscono ad altri rinascimentali, presentava sulle facciate affreschi del Tintoretto, oggi completamente scomparsi. La famiglia Zen vanta fra i suoi discendenti illustri personaggi come Carlo, capitano da mar, che sconfisse i Genovesi nel 1381 nella guerra di Chioggia, e i navigatori Nicol� e Antonio, che si spinsero fino alle coste nord americane."
DUCA,"",""
TEDE,"FONTEGO is a building designed as a storage of goods or corn, the name, spread a little everywhere in the city, but also in the domain of land and coastal possessions in the ancient Venetian Adriatic and the eastern Mediterranean, recalls the primary vocation of Venice, established through the Middle Ages as a key transit emporiums for land and sea trade routes.�Many of these fonteghi were equipped to give hospitality to the merchants of the various ethnic groups and nations that came into the lagoon, where it remains trace or memory of those of the Turks, Persians, Moors and, indeed, of the Germans.�The latter suffered a disastrous fire in 1505, but was quickly rebuilt by the architects Antonio Giorgio Scarpagnino and Terror.�The great battlemented building, a square, overlooking the Grand Canal, just a few meters from the Rialto Bridge, with a large porch with five arches, the beginning of the twentieth century is the central Post Office.�Along the river were located fontego also reminded of the Persians and the warehouses of oil Ruzzini family, as well as the fourteenth-century Ca 'Morosini, at left in the photo.","F�ntego � un edificio predisposto quale deposito di merci o granaglie; il toponimo, diffuso un po'ovunque nella citt�, ma anche nel Dominio di terraferma e negli antichi possedimenti costieri veneziani dell'Adriatico e del Mediterraneo orientale, ricorda la primaria vocazione di Venezia, affermatasi nel corso del Medioevo quale uno dei principali emporii di transito per le rotte commerciali terrestri e marittime. Molti di questi fonteghi erano attrezzati per dare ospitalit� ai mercanti delle varie etn�e e nazioni che giungevano in laguna, dove rimane traccia o memoria di quelli dei turchi, dei persiani, dei mori e, appunto, dei tedeschi. Quest'ultimo sub� un disastroso incendio nel 1505, ma venne rapidamente ricostruito su progetto degli architetti Antonio Scarpagnino e Giorgio Spavento. Il grande edificio merlato, a pianta quadrata, si affaccia sul Canal Grande, a pochi metri dal ponte di Rialto, con un grande porticato a cinque arcate; dagli inizi del XX secolo � sede delle Poste centrali. Lungo il rio erano situati anche il ricordato fontego dei persiani ed i magazzini da olio della famiglia Ruzzini, nonch� la trecentesca Ca' Morosini, visibile a sinistra nella foto."
GIRO,"The straight line of the river mentions the artificial origin, within an area gradually reclaimed and urbanized since the fourteenth century, direct continuation to the west of the rivers de la Misericordia and Ormesini.�The hydronym is borrowed from the nearby monastery, built between the late fourteenth and early fifteenth century, which suffered two disastrous fires and was rebuilt and enlarged several times.�Indemaniato early in the nineteenth century, it was used as a warehouse, the adjacent church, initially adapted to steam mill, then long abandoned was re-consecrated in 1952.","L'andamento rettilineo del rio ne ricorda l'origine artificiale, all'interno di un'area gradualmente bonificata e urbanizzata a partire dal Trecento, diretta prosecuzione verso occidente dei rii de la Misericordia e dei ormesini. L'idronimo � mutuato dal vicino complesso conventuale, sorto tra la fine del XIV e gli inizi del XV secolo, che sub� due disastrosi incendi e venne ricostruito ed ingrandito in pi� riprese. Indemaniato all'inizio nel XIX secolo, venne adibito a magazzino; l'adiacente chiesa, inizialmente adattata a mulino a vapore, poi a lungo in abbandono � stata riconsacrata nel 1952."
VIGN,"",""
2FIS,"",""
GARZ,"",""
SENS,"One of the most important festivals in Venice was great and the Ascension, better known as the 'Feast of the Ascension.'�During the festival was commemorated the victorious expedition of Peter Orseolo in Dalmatia, for the occasion was celebrated the ceremony of the 'marriage of the sea': the Doge, on board the Bucintoro, with his followers, threw water in a golden ring the height of the harbor in San Nicol� del Lido, uttering the famous phrase:�You're getting married or sea as a sign of true and perfect control�.�The ceremony is documented, for example from a painting by Gabriel Bella preserved at the Pinacoteca Querini Stampalia.�At number 3399 is the house known for being the home of Tintoretto, who died in 1594.","Una delle feste pi� significative e grandiose a Venezia era quella dell'Ascensione, meglio nota come 'festa de la Sensa'. Durante la festa veniva commemorata la vittoriosa spedizione di Pietro Orseolo in Dalmazia; per l'occasione veniva celebrata la cerimonia dello 'sposalizio del mare': il doge, a bordo del Bucintoro, con il suo seguito, gettava in acqua un anello d'oro all'altezza dell'imboccatura del porto a San Nicol� del Lido, pronunciando la famosa frase:�Ti sposiamo o mare in segno di vero e perfetto dominio. La cerimonia � documentata ad esempio da un dipinto di Gabriel Bella conservato presso la Pinacoteca Querini Stampalia. Al civico 3399 si trova la casa nota per essere stata la dimora del Tintoretto, che qui mor� nel 1594."
PPIC,"",""
ALBO,"",""
1FIS,"",""
SEVE,"Stood in this area a small church called 'San Severo,' striking example of Venetian-Byzantine architecture.�Located in front of the palace Zorzi, the church was demolished during the Austrian government in 1829 to build a prison.�Behind the palace Zorzi arise rio-Bon, a late-Byzantine thirteenth century, that Gothic elements, and Zorzi Palace, built in the sixteenth century and designed by Mauro Codussi.","Sorgeva in questa zona una piccola chiesa detta 'di San Severo', esempio singolare d'architettura veneto-bizantina. Situata nell'area di fronte a palazzo Zorzi, la chiesa fu demolita durante il governo austriaco nel 1829 per costruirvi una prigione. A ridosso del rio sorgono palazzo Zorzi-Bon, edificio tardo-bizantino del XIII secolo che conserva elementi gotici, e palazzo Zorzi, costruito nel Cinquecento su progetto di Mauro Codussi."
PANA,"",""
RAFF,"Founded according to tradition in the seventh century and certainly documented in 1131, the church dell'Anzolo Rafael, that is seen in the background in the photo, it was rebuilt in its present form in 1618 by the architect Francesco Contin.�Until about fifty years ago there was celebrated the 'Christ of the boatmen', a ceremony that brought together annually the gondoliers of the city.�It overlooks the river the fourteenth-century Ca 'Arian, whose facade is decorated with an elegant six openings marked with tunnels honeycombing, the only example of its kind in Venice.","Fondata secondo la tradizione nel VII secolo e sicuramente documentata nel 1131, la chiesa dell'Anzolo Rafael, che s'intravvede sullo sfondo nella foto, venne ricostruita nelle forme attuali dall'architetto Francesco Contin nel 1618. Fino a circa cinquant'anni or sono vi veniva festeggiato il 'Cristo dei barcaroli', una cerimonia che riuniva annualmente i gondolieri della citt�. Si affaccia sul rio la trecentesca Ca' Arian, la cui facciata � impreziosita da un'elegante esafora scandita con trafori ad alveare, esempio unico nel suo genere a Venezia."
ZIRA,"At the bridge of St. Andrew stood the houses owned by some nuns devoted to him and who had their convent near Santa Chiara.�Along the river you can still see the entrance of the palace Finetti, the fifteenth-century building, now deceased, owned by the eponymous family Marche arrived in Venice in the fourteenth century.�At the foot of the bridge in the foreground on the left in the photo, is the Ca 'Bozzola, an elegant Gothic building with quadrifora overlooking the river.","All'altezza del ponte di Sant'Andrea sorgevano le case di propriet? di alcune monache a lui devote e che avevano il loro convento nei pressi di Santa Chiara. Percorrendo il rio si vede ancora il portale d'ingresso di palazzo Finetti, l'edificio quattrocentesco, oggi scomparso, appartenuto all'omonima famiglia marchigiana giunta a Venezia nel XIV secolo. Ai piedi del ponte, in primo piano a sinistra nella foto, si trova la Ca' Bozzola, un'elegante palazzina gotica con quadrifora affacciata sul rio."
ORSO,"Topographically, this river crept, like the nearby Rio San Vidal and rio the Blessed Sacrament, in the middle of the vast insula now called St. Stephen, then connecting with other existing streams in the area (and in the basement) and the pool of San Samuel (which still exists), giving rise to a channeling of the territory now changed under the pressure of the dominant terrestrial traffic than watery.�The river had the same length of the current in the second half of the seventeenth century and was called�Rio de Columns (still on the side of Palazzo Barbaro) goes in the field of Santo Stefano ...�without head�, changing it in the next century in the place names in�rio de dead or often the colonies�.","Topograficamente questo rio si insinuava, al pari dei vicini rio di San Vidal e rio del Santissimo, al centro della vasta insula attualmente denominata di Santo Stefano, collegandosi poi con altri rii esistenti nella zona (ed in parte interrati) e con la piscina di San Samuel (tuttora esistente), dando vita ad una canalizzazione del territorio ora mutata sotto la spinta della predominante viabilit� terrestre rispetto a quella acquea. Il rio aveva la medesima lunghezza dell'attuale gi� nella seconda met� del XVII secolo e si denominava�rio de le Colonne (tuttora presenti sul fianco di palazzo Barbaro) v� in campo di Santo Stefano... senza capo, mutandolo nel secolo successivo nella toponomastica in�rio morto deto de le colone."
MRTI,"It is best known as 'Rielo de l'Arsenal', for its small size.�It is crossed by two bridges that provide low direct connection with the ancient seats of patrons and superintendents, facing along the outer perimeter of the Casa de l'arsenal and access to monumental 'port land', dedicated to the victory of Lepanto, reproduced in 'engraving by Luke Carlevarijs (Another view of the doors of the Arsenal, 1703).�The Rielo laps at the opposite end, the field of San Martin, dominated by the fa�ade of the church was rebuilt in 1540 on the model of Jacopo Sansovino.�Adjacent to it is the oratory of the school dedicated to the saint, whose entrance is surmounted by a marble relief depicting the fifteenth-century bishop of Tours who gives to the poor cloak.�In the district had their first residence of the Dominican Fathers, then moved near the Santi Giovanni e Paolo.","� meglio noto come 'rielo de l'Arsenal', per le sue ridotte dimensioni. � scavalcato da due bassi ponticelli che garantiscono diretto collegamento con le antiche sedi dei patroni e provveditori, affacciate lungo il perimetro esterno della Casa de l'arsenal e dall'accesso alla monumentale 'porta di terra', dedicata alla vittoria di Lepanto, riprodotta nell'incisione di Luca Carlevarijs (Altra veduta delle porte dell'Arsenale, 1703). Il rielo lambisce, all'estremit� opposta, il campo di San Martin, dominato dalla facciata dell'omonima chiesa ricostruita nel 1540 su modello di Jacopo Sansovino. Adiacente a quest'ultima sorge l'oratorio della scuola dedicata al santo, il cui ingresso � sormontato da un marmoreo altorilievo quattrocentesco raffigurante il vescovo di Tours che dona al povero il mantello. Nella contrada ebbero la loro prima residenza i padri Domenicani, successivamente trasferitisi nei pressi dei Santi Giovanni e Paolo."
FORM,"The church of Santa Maria Formosa is one of the eight churches founded, according to legend, by San Magno, bishop of Oderzo in the seventh century.�The Cappello family made him realize the fa�ade in 1542 in memory of Vincenzo Cappello, admiral of the Venetian fleet victorious against the Turks.�Along the stream Palazzo Querini Stampalia.�Banned in the fifteenth century, after having participated in the conspiracy from 1310 to Baiamonte Tiepolo against the Doge Pietro Gradenigo, the Querini family settled on the Greek island of Astypalea, in 1868 Giovanni, the last descendant, donated to the city palace, now the home of the library and art gallery.�Below, Gabriel Bella, The Feast of Santa Maria Formosa in February 2, 1782 ca.","La chiesa di Santa Maria Formosa � una delle otto chiese fondate, secondo la leggenda, da San Magno, vescovo di Oderzo nel VII secolo. La famiglia Cappello fece realizzare nel 1542 la facciata in memoria di Vincenzo Cappello, ammiraglio della flotta veneziana vittoriosa contro i turchi. Costeggia il rio palazzo Querini Stampalia. Bandita nel XV secolo, dopo aver partecipato nel 1310 al complotto ordito da Baiamonte Tiepolo contro il doge Pietro Gradenigo, la famiglia Querini si stabil� nell'isola greca di Stampal�a; nel 1868 Giovanni, l'ultimo discendente, don� alla citt� il palazzo, oggi sede della omonima biblioteca e pinacoteca. Sotto, Gabriel Bella, La festa del 2 febbraio a Santa Maria Formosa, 1782 ca."
ZOBE,"The church of Santa Maria Zobenigo is also called 'Giglio' to the custom of painting depicting the angel Gabriel appearing to the Virgin Mary holding a lily, the symbol of virginity.�The family Jubanico, according to tradition, contributed to his first building in the ninth century.�The present building, the second half of the seventeenth century, was financed with celebratory from the Barbaro family.�The facade of the church, designed by Giuseppe Sardi, is one of the most magnificent works of Venetian Baroque, the interior is decorated with works by Rubens, Tintoretto and Piazzetta.�The confluence with the Rio Grande Canal is Palazzo Barbarigo, seventeenth-century building with three floors, the main facade is characterized by three serliane aligned to the portal and decentralized water on the left wing.","La chiesa di Santa Maria Zobenigo viene detta anche 'del Giglio' per l'usanza pittorica di raffigurare l'arcangelo Gabriele che appare alla Madonna con in mano un giglio, simbolo della verginit�. La famiglia Jubanico, secondo la tradizione, contribu� alla sua prima edificazione nel IX secolo. La costruzione attuale, della seconda met� del Seicento, fu finanziata con intenti celebrativi dalla famiglia Barbaro. La facciata della chiesa, ideata da Giuseppe Sardi, � una delle pi� fastose opere dell'arte barocca veneziana; l'interno � arricchito da opere di Rubens, Piazzetta e Tintoretto. Nel punto di confluenza del rio con Canal Grande sorge palazzo Barbarigo, edificio secentesco a tre piani; la facciata principale � caratterizzata da tre serliane allineate al portale d'acqua e decentrate sulla fascia sinistra."
FAVA,"Many fine buildings facing the Rio de la Fava, starting with the Lombard where he was born in 1849 Richard Wild, poet and politician, and the contemporary Ca 'Gussoni, then Algarotti, also designed by Lombardo (left in the picture) .�Not far archiacuto a building that still preserves in a four-Gothic facade, belonged to the Corner and the early nineteenth century the Royal Family, known in that century for many Cererie their property.�The river takes its name from the church of Our Lady of Consolation, commonly called 'the Fava' perhaps because of the proximity of a shop that sold sweets called 'beans of the dead'.�The imposing size of the fifteenth century Ca 'Giustiniani (then Ca' Faccanon), visible in the background, was for decades the headquarters of the newspaper 'Il Gazzettino', in the early eighties moved to Mestre.","Numerosi pregevoli edifici prospettano sul rio de la Fava, a cominciare da quello lombardesco in cui nacque nel 1849 Riccardo Selvatico, poeta e uomo politico, e dalla coeva Ca' Gussoni, poi Algarotti, anch'essa progettata dai Lombardo (a sinistra nella fotografia). Poco distante un edificio archiacuto, che conserva ancora in facciata una quadrifora gotica, appartenne ai Corner e dal primo Ottocento ai Reali, noti in quel secolo per le numerose cererie di loro propriet�. Il rio prende il nome dalla chiesa di Santa Maria della Consolazione, volgarmente detta 'della Fava' forse per la vicinanza di una bottega che vendeva dolci detti 'fave dei morti'. L'imponente mole della quattrocentesca Ca' Giustinian (poi Ca' Faccanon), visibile sullo sfondo, fu per decenni la sede centrale del quotidiano 'Il Gazzettino', trasferita nei primi anni Ottanta a Mestre."
DANI,"The Rielo intersects an area that has remained intact landscape aspects of the city folk: a narrow waterway, flanked by a foundation, which overlooks a number of houses with one or two storey building typical lower lagoon.�It owes its name to the church of San Daniele (demolished in 1839) whose presence is attested in the early thirteenth century, the convent of the same name in the Napoleonic era was converted into a barracks for the troops, marines, because of its proximity to the Arsenal and remained so until today, when a radical restoration work recently changed the intended use.�In the seventeenth century the Rielo de San Daniel was called also 'the forner' or 'de columns', respectively, for the presence nearby of a baker and a building portico resting on stone pillars.","Il rielo interseca una zona che ha conservati intatti gli aspetti paesaggistici della citt� popolare: uno stretto corso d'acqua, affiancato da una fondamenta, sul quale si affaccia una serie di casette ad uno o due piani, tipiche dell'edilizia minore lagunare. Deve il nome alla chiesa di San Daniele (demolita nel 1839) la cui presenza � attestata agli inizi del XIII secolo; l'omonimo convento in epoca napoleonica fu adattato a caserma per le truppe di marina, per via della sua vicinanza con l'Arsenale, e tale rimase fino ai giorni nostri, quando un recente radicale restauro ne modific� la destinazione d'uso. Nel XVII secolo il rielo de San Daniel si denominava anche 'del forner' o 'de le colonne', per la presenza nelle vicinanze rispettivamente di un fornaio e di un edificio porticato poggiante su pilastri in pietra."
MARG,"The church of Santa Margarita, probably founded as early as the ninth century, was restored in 1687 by the architect and painter Giambattista Lambranzi, who had already worked for the church of San Trovaso Eremite.�In 1810 it was closed and used as a warehouse.�Intended as a cinema up to fifteen years ago, after a thorough restoration has become Auditorium of the University of Ca 'Foscari.�The bell tower, a slender time as evidenced by a painting by Gabriele Bella preserved at the Pinacoteca Querini Stampalia, was cut off in 1808 for static reasons.�It overlooks the river, facing the opposite the church of the Carmine, Ca 'Foscarini, seventeenth-century building is considered one of the most lavish of the time, which housed the famous library of Marco, the Doge in office from 1762 to 1763, and there are many recordings that represent the building, from 1709 to the Coronelli Carlevarijs of 1703, evidence of reputation building.","La chiesa di Santa Margarita, fondata probabilmente gi� nel IX secolo, fu ristrutturata nel 1687 ad opera dell'architetto e pittore Giambattista Lambranzi, che gi� aveva operato per la chiesa delle Eremite a San Trovaso. Nel 1810 fu chiusa e adibita a magazzino. Destinata a sala cinematografica fino a quindici anni orsono, dopo un radicale restauro � diventata Auditorium dell'Universit� di ca' Foscari. Il campanile, un tempo slanciato come testimonia anche un quadro di Gabriele Bella conservato alla Pinacoteca Querini Stampalia, fu mozzato nel 1808 per ragioni statiche. Si affaccia sul rio, di fronte all'opposta chiesa dei Carmini, la Ca' Foscarini, edificio secentesco considerato uno degli ambienti pi� fastosi del tempo, che ospitava la celebre biblioteca di Marco, doge in carica dal 1762 al 1763; esistono numerose incisioni che rappresentano il palazzo, dal Coronelli del 1709 al Carlevarijs del 1703, a testimonianza della notoriet� dell'edificio."
DNUO,"",""
ERBE,"This residue segment of the river, which ends its journey near Campo San Polo, is what survives a series of landfills - performed several times during the eighteenth century - the channel that lapped the entire fifth building north of the field, lead to the opposite side in the Rio de do the tower or de Ca 'Bernardo [above, n card.�31].�The Rielo de herbs must in all probability its name to the presence of some erbari�l (greengrocer) active in the neighborhood.","Questo residuo segmento di rio, che termina il suo percorso nei pressi di campo San Polo, � quanto sopravvive ad una serie di interramenti - eseguiti in pi� riprese nel corso del Settecento - sul canale che lambiva l'intera quinta edilizia settentrionale del campo, per sfociare al capo opposto nel rio de le do torre o de Ca' Bernardo [supra, scheda n. 31]. Il rielo de le erbe deve con ogni probabilit� la sua denominazione alla presenza di qualche erbari�l (erbivendolo) attivo nei paraggi."
MELO,"The name given to this river seems to come from some vendors of melons that would carry out their businesses in this area.�The point of intersection of the river with the Grand Canal palace stands Businello building of Byzantine origin of the end of the twelfth century, renovated in the seventeenth century and raised in the XIX century, the main facade has two central esafore.�On the opposite side is instead building Coccina-Papadopoli, noble and well-proportioned classical building by Giangiacomo Grey, the fa�ade was completely covered in Istrian stone, is marked by serliane and single side.","Il nome attribuito a questo rio sembra derivare da alcuni venditori di meloni che avrebbero svolto i loro commerci in questa zona. Nel punto d'intersezione del rio col Canal Grande si erge palazzo Businello, edificio di origine bizantina della fine del XII secolo, ristrutturato nel Seicento e sopraelevato in epoca ottocentesca; la facciata principale conserva due esafore centrali. Sul lato opposto sorge invece palazzo Coccina-Papadopoli, nobile e ben proporzionata costruzione classicheggiante opera di Giangiacomo Grigi; la facciata, completamente rivestita di pietra d'Istria, � scandita da serliane e monofore laterali."
TRON,"",""
MAGG,"According to legend, in this place a hermit and some shepherds saw the Virgin Mary appear under the guise of a matron in her arms a child, which is why Catherine Romita di Sant 'Agnese, obtained permission to build a church and a monastery dedicated to Virgin.�The building, erected in 1502, has a simple fa�ade with a pediment and scrolls, the homonym monastery annexed to the church and the bell tower in Venetian Gothic style.�Today the area of ??the monastery are located judicial male prisons.","Secondo una leggenda, in questo luogo un eremita e alcuni pastori videro apparire la Madonna sotto sembianza di una matrona con in braccio un bambino; per questo motivo Caterina, rom�ta di Sant' Agnese, ottenne il permesso di costruire una chiesa e un monastero dedicati alla Vergine. L'edificio, eretto nel 1502, presenta una facciata semplice con frontone e volute; annessi alla chiesa l'omonimo monastero e il campanile in stile gotico-veneziano. Oggi sull'area del convento hanno sede le carceri giudiziarie maschili."
CAFO,"",""
CMIS,"The name comes from the nearby abbey church, also known as 'Santa Maria di Val green', founded in the tenth century.�To 1308 was the construction of the nearby 'Old School'.�This was later abandoned by his brothers who moved toward the second half of the sixteenth century, at the 'New School' or 'de la Misericordia', by Jacopo Sansovino.","Il nome deriva dalla vicina chiesa abaziale, nota anche come 'Santa Maria di Val verde', fondata nel X secolo. Al 1308 risale la costruzione della vicina 'Scuola Vecchia'. Questa fu successivamente abbandonata dai confratelli che si trasferirono, verso la seconda met� del XVI secolo, presso la 'Scuola Nuova' o 'de la Misericordia', opera di Jacopo Sansovino."
